"","instance_id","artist_name","track_name","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","obtained_date","valence","music_genre"
"43830",79055,"William Bolcom","Graceful Ghost: Graceful Ghost",26,0.991,0.406,183360,0.124,0.882,"C#",0.107,-22.158,"Major",0.0468,"87.656","4-Apr",0.152,"Classical"
"43851",39823,"Camille Saint-Saëns","Le Carnaval des Animaux, R.125: 13. The Swan (Arr. Hodge for Cello, Harp & Ensemble)",54,0.977,0.212,153937,0.135,0.911,"G",0.125,-21.966,"Major",0.0485,"91.65799999999999","3-Apr",0.0768,"Classical"
"43860",77621,"Jonny Greenwood","Sandalwood II",36,0.837,0.107,222840,0.136,0.874,"C",0.203,-15.002,"Major",0.0339,"82.053","4-Apr",0.039,"Classical"
"43898",37938,"André Previn","Swan Lake, Op.20: 1. Introduction",32,0.966,0.109,171573,0.09,0.89,"B",0.085,-17.53,"Minor",0.0383,"?","4-Apr",0.139,"Classical"
"43904",66512,"Jacques Offenbach","Les Contes d'Hoffmann / Act 1: Entr'acte",34,0.928,0.474,82173,0.247,0.924,"E",0.277,-14.832,"Major",0.0425,"100.085","3-Apr",0.537,"Classical"
"43906",35574,"Ludwig van Beethoven","Diabelli Variations, Op. 120: Variation 16. Allegro",25,0.963,0.341,58467,0.263,0.863,"C",0.0947,-23.405,"Major",0.03,"?","3-Apr",0.563,"Classical"
"43924",47233,"David Lee Roth","California Girls",44,0.432,0.582,-1,0.748,0,"E",0.0707,-5.93,"Major",0.0521,"115.13","4-Apr",0.433,"Classical"
"43946",33453,"Wolfgang Amadeus Mozart","Sinfonia concertante in E-Flat Major, K. 364: I. Allegro maestoso (Live)",0,0.933,0.268,-1,0.0472,0.308,"D#",0.385,-27.313,"Major",0.0426,"122.28399999999999","4-Apr",0.157,"Classical"
"43947",59558,"Michio Miyagi","Haro no Umi (for Violin and Harp)",33,0.954,0.335,358000,0.0691,0.00942,"A",0.0779,-20.884,"Minor",0.0468,"128.202","4-Apr",0.0809,"Classical"
"43950",38879,"Gabriel Fauré","Sicilienne, Op. 78",48,0.994,0.262,205467,0.0521,0.925,"D#",0.0891,-25.832,"Major",0.052,"93.587","4-Apr",0.114,"Classical"
"43956",53700,"Gustav Mahler","Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto",41,0.896,0.0783,583293,0.0523,0.945,"F",0.0806,-23.247,"Major",0.0471,"82.015","4-Apr",0.0327,"Classical"
"43959",54274,"Johann Sebastian Bach","Suite No. 1 in G Major, BWV 1007: VII. Gigue",0,0.957,0.403,101227,0.121,0.85,"F#",0.108,-20.111,"Major",0.0484,"139.701","3-Apr",0.766,"Classical"
"43962",58814,"Lavinia Meijer","Una mattina",35,0.994,0.175,164347,0.0825,0.923,"A",0.0918,-31.241,"Minor",0.0546,"157.776","4-Apr",0.154,"Classical"
"43971",69457,"Ludwig van Beethoven","Diabelli Variations, Op. 120: Variation 25. Allegro",24,0.989,0.549,46667,0.13,0.775,"C",0.12,-27.402,"Major",0.0277,"83.40899999999999","3-Apr",0.922,"Classical"
"43972",29763,"Pyotr Ilyich Tchaikovsky","Tchaikovsky: Symphony No. 4 in F Minor, Op. 36, TH 27: III. Scherzo. Pizzicato ostinato (Allegro)",34,0.954,0.434,334147,0.0872,0.884,"A",0.0828,-29.463,"Minor",0.0486,"160.498","4-Apr",0.509,"Classical"
"44000",32167,"Jacques Offenbach","Les contes d'Hoffmann, Act I: Ah! mon ami! quel accent! (Live)",0,0.943,0.365,127227,0.138,0,"A",0.612,-23.244,"Major",0.0547,"96.37799999999999","4-Apr",0.358,"Classical"
"44003",72630,"Aaron Copland","Appalachian Spring: V. Subito allegro",24,0.964,0.321,223840,0.274,0.91,"C",0.0728,-15.28,"Major",0.0572,"92.289","3-Apr",0.183,"Classical"
"44008",71079,"Niccolò Paganini","Violin Concerto No. 2 in B Minor, Op. 7, ""La campanella"": III. Rondo",44,0.517,0.468,523427,0.177,0.307,"B",0.367,-23.55,"Minor",0.0765,"104.939","4-Apr",0.241,"Classical"
"44011",88132,"Joe Satriani","The Extremist",38,1.39e-05,0.44,223627,0.912,0.836,"A#",0.0938,-5.965,"Minor",0.0435,"?","4-Apr",0.488,"Classical"
"44012",48230,"Frédéric Chopin","Piano Sonata No. 2 in B-Flat Minor, Op. 35 ""Funeral March"": I. Grave - Doppio movimento",0,0.979,0.381,302920,0.247,0.862,"F",0.0771,-18.373,"Minor",0.0512,"103.709","4-Apr",0.0735,"Classical"
"44022",71397,"Andrea Bocelli","Fall On Me - English Mix",30,0.551,0.345,235141,0.282,0.000118,"F#",0.109,-11.888,"Major",0.0376,"114.654","4-Apr",0.156,"Classical"
"44057",21893,"Yo-Yo Ma","Dona Nobis Pacem",28,0.988,0.288,-1,0.0948,0.879,"F",0.108,-18.47,"Major",0.0391,"90.03299999999999","3-Apr",0.353,"Classical"
"44058",62114,"Antonín Dvořák","Dvorák : Symphony No.9 in E minor 'From the New World', Op.95 B178 : IV Allegro con fuoco",33,0.899,0.253,705080,0.128,0.919,"E",0.144,-16.361,"Minor",0.0349,"131.842","4-Apr",0.0827,"Classical"
"44070",65962,"Felix Mendelssohn","Lieder ohne Worte, Op. 67: No. 2 Allegrio leggiero (Arr. for Clarinet and Piano by Ottensamer)",36,0.995,0.233,135080,0.0212,0.863,"F#",0.105,-27.494,"Minor",0.0427,"105.93799999999999","4-Apr",0.156,"Classical"
"44081",91186,"Gioachino Rossini","Tancredi: Mora l'indegna... Che risolvo? Che fò?",3,0.961,0.303,131933,0.237,3.96e-05,"A#",0.2,-14.991,"Major",0.0529,"91.28","4-Apr",0.195,"Classical"
"44087",65790,"Johann Sebastian Bach","Unaccompanied Cello Suite No. 5 in C Minor, BWV 1011: VI. Gigue",34,0.982,0.316,163573,0.0417,0.922,"D#",0.117,-25.161,"Major",0.0498,"111.238","4-Apr",0.364,"Classical"
"44090",43816,"Hector Berlioz","Symphonie fantastique, Op. 14: Symphonie fantastique, Op. 14: II. Un bal",37,0.949,0.274,386987,0.108,0.854,"A",0.0562,-22.188,"Major",0.0456,"107.023","4-Apr",0.125,"Classical"
"44093",55526,"Maurice Ravel","Boléro, M. 81",35,0.894,0.321,959227,0.146,0.933,"C",0.637,-21.777,"Major",0.0394,"65.85300000000001","3-Apr",0.32,"Classical"
"44107",53935,"Wolfgang Amadeus Mozart","La clemenza di Tito, K. 621, Act I: Del più sublime soglio",0,0.976,0.321,176987,0.149,0.0288,"G",0.724,-23.635,"Major",0.0472,"99.301","4-Apr",0.178,"Classical"
"44108",33152,"Howard Shore","The White Tree",44,0.734,0.0699,205400,0.306,0.82,"E",0.064,-15.153,"Minor",0.0346,"72.355","4-Apr",0.0596,"Classical"
"44109",38937,"Georg Philipp Telemann","Ouverture in G Major, TWV 32:13: V. Allemande",7,0.817,0.301,75507,0.253,0.982,"C#",0.0815,-23.801,"Major",0.0359,"97.198","4-Apr",0.962,"Classical"
"44125",50878,"Edvard Grieg","Peer Gynt, Op. 23: IV. In the Hall of the Mountain King",53,0.926,0.442,144733,0.219,0.944,"G",0.144,-17.568,"Major",0.057,"?","4-Apr",0.587,"Classical"
"44133",38780,"Luciano Pavarotti","Rigoletto / Act 3: ""La donna è mobile""",51,0.959,0.369,142173,0.21,4.53e-05,"F#",0.0905,-13.552,"Major",0.0437,"131.714","3-Apr",0.391,"Classical"
"44156",84714,"Leonard Bernstein","7 Anniversaries: No. 1, For Aaron Copland",39,0.995,0.546,77227,0.00997,0.949,"A",0.0851,-28.266,"Minor",0.258,"77.483","4-Apr",0.353,"Classical"
"44157",47257,"empty_field","6 Bagatelles, Op. 126: No. 3 in E-Flat Major. Andante cantabile e grazioso",0,0.989,0.324,143073,0.00742,0.918,"D#",0.0891,-33.965,"Major",0.0367,"76.749","4-Apr",0.118,"Classical"
"44160",27588,"Joe Hisaishi","アシタカとサン - Piano Solo Feature",39,0.975,0.338,273400,0.126,0.911,"C#",0.107,-14.419,"Major",0.0284,"79.882","4-Apr",0.0648,"Classical"
"44173",82121,"empty_field","Le tombeau de Couperin, M. 68: No. 5, Menuet (Live)",0,0.995,0.47,264667,0.032,0.917,"G",0.108,-28.515,"Major",0.0405,"116.365","4-Apr",0.108,"Classical"
"44174",61482,"Jóhann Jóhannsson","Good Night, Day",45,0.61,0.154,238000,0.119,0.929,"A",0.064,-22.124,"Minor",0.0437,"135.78","3-Apr",0.0371,"Classical"
"44181",78058,"Franz Joseph Haydn","String Quartet No. 66 in G Major, Op. 77, No. 1, Hob.III:81, ""Lobkowitz"": I. Allegro moderato",32,0.979,0.395,479040,0.076,0.85,"D",0.101,-20.787,"Major",0.0419,"63.099","4-Apr",0.304,"Classical"
"44189",89310,"Daniel Barenboim","Bach, JS : Well-Tempered Clavier Book 1 : Prelude No.4 in C sharp minor BWV849",32,0.995,0.292,182853,0.0214,0.887,"C#",0.0908,-31.732,"Minor",0.0486,"172.62099999999998","4-Apr",0.119,"Classical"
"44207",44115,"Andrea Bocelli","E più ti penso - From ""Once Upon A Time In America""",45,0.933,0.219,267318,0.151,8.35e-05,"C#",0.235,-14.097,"Major",0.0366,"82.01899999999999","3-Apr",0.111,"Classical"
"44212",25645,"Ruggero Leoncavallo","Pagliacci / Act 1: ""Recitar!...Vesti la giubba""",33,0.96,0.188,-1,0.371,0.477,"E",0.098,-12.652,"Minor",0.0437,"74.384","3-Apr",0.0749,"Classical"
"44221",34576,"Carl Orff","In Trutina (Carmina Burana)",36,0.984,0.242,151920,0.0523,0.54,"D",0.108,-23.426,"Major",0.0426,"69.79899999999999","3-Apr",0.0377,"Classical"
"44244",75790,"Felix Mendelssohn","Violin Concerto in E Minor, Op. 64, MWV O14: I. Allegro molto appassionato",22,0.809,0.274,721200,0.138,0.0387,"E",0.098,-21.723,"Minor",0.0412,"105.346","4-Apr",0.121,"Classical"
"44247",76060,"Johann Sebastian Bach","St. Matthew Passion, BWV 244, Pt. 2: No. 56, Ja, freilich will in uns das Fleisch und Blut zum Kreuz gezwungen sein",0,0.955,0.224,32907,0.0325,0.0073799999999999,"C#",0.102,-25.002,"Minor",0.0459,"?","4-Apr",0.185,"Classical"
"44254",81316,"George Frideric Handel","Solomon HWV 67: The Arrival of the Queen of Sheba (Arr. Recorders & Orchestra)",38,0.902,0.428,182347,0.306,0.686,"A",0.282,-14.662,"Major",0.0382,"?","4-Apr",0.588,"Classical"
"44255",62745,"empty_field","St. John Passion, BWV 245, Pt. 1: No. 5, Dein Will gescheh, Herr Gott, zugleich",19,0.981,0.258,-1,0.171,0.286,"C#",0.11,-22.316,"Minor",0.0407,"83.336","1-Apr",0.27,"Classical"
"44263",47953,"Wolfgang Amadeus Mozart","La clemenza di Tito, K. 621, Act I: Non ci pentiam",0,0.948,0.347,114560,0.08,0,"G",0.337,-28.719,"Minor",0.324,"74.382","3-Apr",0.117,"Classical"
"44269",20443,"Antônio Carlos Jobim","I Concentrate On You",35,0.73,0.451,159440,0.339,0.0315,"G",0.15,-14.723,"Minor",0.0306,"132.065","4-Apr",0.273,"Classical"
"44272",69100,"Frédéric Chopin","Chopin: Piano Concerto No. 1 in E Minor, Op. 11: II. Romance (Larghetto) [Opening]",34,0.984,0.209,233667,0.0427,0.916,"B",0.0849,-24.508,"Major",0.0389,"68.179","5-Apr",0.0574,"Classical"
"44273",84633,"Felix Mendelssohn","Hochzeitsmarsch (Wedding March)",0,0.956,0.357,286800,0.397,0.884,"C",0.0647,-9.305,"Major",0.0322,"79.976","4-Apr",0.216,"Classical"
"44280",67587,"George Gershwin","Do It Again/Soon",31,0.993,0.348,333240,0.0553,0.88,"D#",0.0891,-28.158,"Major",0.0471,"74.303","4-Apr",0.138,"Classical"
"44289",33423,"Giuseppe Verdi","Falstaff, Act III Pt. 1: Quando il rintocco della mezzanotte (Live)",0,0.965,0.376,164760,0.0623,0,"D",0.609,-28.382,"Minor",0.0849,"114.70700000000001","5-Apr",0.161,"Classical"
"44305",87530,"Antonín Dvořák","Cello Concerto In B Minor, Op.104, B. 191: 1. Allegro",47,0.963,0.231,942000,0.133,0.659,"D",0.135,-20.274,"Major",0.0437,"122.23899999999999","4-Apr",0.0564,"Classical"
"44310",35075,"Pyotr Ilyich Tchaikovsky","Swan Lake, Op. 20, TH 12: Introduction",41,0.864,0.163,160507,0.0279,0.431,"B",0.255,-23.157,"Minor",0.0376,"74.782","4-Apr",0.184,"Classical"
"44320",62482,"Nobuo Uematsu","Primal Judgment (From ""Final Fantasy XIV"")",33,0.377,0.308,310893,0.732,0.904,"F",0.176,-8.069,"Major",0.0469,"75.195","4-Apr",0.241,"Classical"
"44330",82218,"Ólafur Arnalds","Öldurót - Island Songs IV",47,0.934,0.147,268773,0.137,0.927,"A#",0.121,-15.835,"Minor",0.0376,"141.579","5-Apr",0.0681,"Classical"
"44356",32860,"Pyotr Ilyich Tchaikovsky","Sérénade mélancolique, Op. 26",31,0.988,0.141,639573,0.0345,0.227,"A#",0.0617,-27.801,"Minor",0.0477,"81.223","3-Apr",0.069,"Classical"
"44359",57021,"Ludwig van Beethoven","Piano Sonata No. 29 In B Flat Major, Op. 106 -""Hammerklavier"": 4. Largo - Allegro risoluto",23,0.986,0.326,709147,0.144,0.868,"A#",0.115,-23.79,"Major",0.0376,"130.51","3-Apr",0.184,"Classical"
"44362",58858,"Johann Sebastian Bach","Orchestral Suite No. 3 in D Major, BWV 1068: II. Air ""On a G String"" (Arr. for Piano)",60,0.996,0.5,327080,0.0104,0.949,"D",0.0573,-26.764,"Major",0.0622,"114.76","4-Apr",0.133,"Classical"
"44376",88966,"GALNERYUS","Whisper in the red sky",34,9.55e-05,0.351,365453,0.985,0.217,"G#",0.0983,-2.652,"Minor",0.135,"155.994","4-Apr",0.13,"Classical"
"44393",22448,"Ludwig van Beethoven","Beethoven: Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": II. Adagio cantabile",26,0.995,0.451,-1,0.00697,0.937,"G#",0.114,-34.002,"Major",0.0544,"115.846","4-Apr",0.174,"Classical"
"44420",42446,"empty_field","Fidelio, Op. 72, Act I: Mir ist so wunderbar (Live)",0,0.955,0.189,277080,0.0788,0.00153,"G",0.722,-29.07,"Major",0.061,"78.009","3-Apr",0.0531,"Classical"
"44441",48459,"empty_field","Echorus",37,0.948,0.277,351467,0.0182,0.271,"C",0.125,-24.333,"Major",0.0463,"120.822","4-Apr",0.037,"Classical"
"44442",67609,"Igor Stravinsky","The Firebird (L'oiseau de feu): XIV. Lullaby of the Firebird",27,0.899,0.167,275760,0.00602,0.896,"D#",0.12,-32.302,"Minor",0.0432,"128.60299999999998","4-Apr",0.0794,"Classical"
"44451",31594,"Gustav Mahler","Symphony No. 1 in D Major: 3. Feierlich und gemessen, ohne zu schleppen",16,0.96,0.194,649987,0.0196,0.887,"G",0.113,-28.069,"Minor",0.0443,"?","4-Apr",0.0805,"Classical"
"44455",77122,"Wolfgang Amadeus Mozart","Requiem, K. 626. Confutatis",23,0.994,0.196,139867,0.0447,0.945,"A",0.0988,-20.643,"Minor",0.0395,"66.797","4-Apr",0.0348,"Classical"
"44465",73193,"Debashish Bhattacharya","Sufi Bhakti",28,0.81,0.682,432867,0.274,0.385,"D#",0.103,-12.729,"Major",0.0358,"92.044","4-Apr",0.369,"Classical"
"44467",37065,"Max Bruch","Kol Nidrei, Op. 47",36,0.974,0.177,-1,0.125,0.88,"D",0.302,-21.761,"Major",0.0436,"136.251","4-Apr",0.0567,"Classical"
"44471",62955,"Johann Sebastian Bach","Goldberg Variations, BWV 988: Variation 25 a 2 Clav. - Remastered",39,0.995,0.526,362480,0.0205,0.937,"C",0.0949,-33.35,"Minor",0.0644,"138.769","4-Apr",0.152,"Classical"
"44491",91098,"Wolfgang Amadeus Mozart","Symphony No.39 In E Flat, K.543: 3. Menuetto (Allegretto)",46,0.987,0.37,263493,0.0896,0.94,"D#",0.117,-19.157,"Major",0.0409999999999999,"158.40200000000002","3-Apr",0.373,"Classical"
"44500",52730,"Benjamin Britten","A Midsummer Night's Dream / Act 2: A Midsummer Night's Dream, Act 2: ""On The Ground, Sleep Sound""",23,0.955,0.0798,184693,0.0349,0.83,"F",0.0973,-29.814,"Minor",0.0452,"173.507","4-Apr",0.0296,"Classical"
"44518",50760,"Franz Joseph Haydn","Cello Concerto No. 1 in C Major, Hob. VIIb:1 (Highlights): II. Adagio",32,0.972,0.0859,493800,0.0653,0.889,"F",0.0876,-24.541,"Major",0.0572,"61.538000000000004","4-Apr",0.068,"Classical"
"44530",82242,"Ludwig van Beethoven","Symphony No. 6 in F Major, Op. 68, ""Pastoral"": I. Erwachen heiterer Empfindungen bei der Ankunft auf dem Lande (Awakening of happy feelings on arrival in the country): Allegro ma non troppo",24,0.864,0.381,-1,0.16,0.752,"C",0.11,-15.383,"Major",0.0349,"117.93","4-Apr",0.173,"Classical"
"44534",31709,"Dmitri Shostakovich","Folk Dances (arr. for band)",21,0.808,0.467,258600,0.244,0.852,"D",0.0225,-17.898,"Major",0.275,"161.593","4-Apr",0.0725,"Classical"
"44535",53822,"Andy James","Never Back Down",38,0.000305,0.284,212944,0.933,0.861,"E",0.214,-6.782,"Minor",0.0988,"194.917","4-Apr",0.126,"Classical"
"44539",78909,"Wolfgang Amadeus Mozart","6 Minuets, K. 599: No. 3 in E-Flat Major",0,0.84,0.657,143960,0.0528,0.887,"A",0.0848,-19.31,"Major",0.0522,"121.429","3-Apr",0.681,"Classical"
"44553",69834,"empty_field","Keyboard Sonata No. 60 in C Major, Hob.XVI:50: I. Allegro",28,0.989,0.308,720627,0.123,0.887,"C",0.0754,-23.975,"Major",0.0366,"106.649","4-Apr",0.245,"Classical"
"44568",71996,"Franz Schubert","Schwanengesang, D. 957: Schwanengesang, D. 957: Ständchen",49,0.985,0.302,254560,0.0237,1.07e-05,"D",0.0955,-26.404,"Major",0.0416,"125.73299999999999","4-Apr",0.049,"Classical"
"44577",31076,"Frédéric Chopin","Polonaise No. 15 in B-Flat Minor, ""Adieu""",52,0.992,0.351,327480,0.0269,0.878,"A#",0.116,-28.267,"Minor",0.0378,"68.506","4-Apr",0.0899,"Classical"
"44579",67541,"Nikolaus Harnoncourt","Mozart: Requiem in D Minor, K. 626: VIII. Lacrimosa",42,0.991,0.138,181400,0.0318,0.735,"D",0.348,-25.741,"Minor",0.0363,"145.92600000000002","3-Apr",0.0491,"Classical"
"44591",86566,"Johann Sebastian Bach","St. Matthew Passion, BWV 244, Pt. 2: No. 35, Geduld, Geduld! Wenn mich falsche Zungen stechen",0,0.925,0.369,222667,0.0261,0.00952,"G#",0.111,-27.334,"Minor",0.0522,"111.78299999999999","4-Apr",0.251,"Classical"
"44597",74849,"Ólafur Arnalds","Not Alone",41,0.95,0.0613,196440,0.0285,0.899,"G",0.106,-28.084,"Minor",0.0427,"?","4-Apr",0.0374,"Classical"
"44604",91711,"Leonard Bernstein","Mass: No. 2, Hymn & Psalm. A Simple Song (Arr. For Voice, Flute, Electric Guitar, Harp & Organ)",33,0.926,0.213,275760,0.039,0.0899,"D#",0.105,-23.124,"Major",0.043,"66.795","4-Apr",0.0395,"Classical"
"44612",48932,"Frédéric Chopin","Berceuse in D Flat Major, Op. 57",39,0.982,0.234,248613,0.0319,0.928,"C#",0.126,-31.601,"Major",0.0416,"58.481","4-Apr",0.0572,"Classical"
"44617",35569,"empty_field","Sonata No. 11 In B-flat Major, Op. 22: III. Menuetto",27,0.992,0.327,214347,0.0386,0.9,"A#",0.0907,-26.009,"Major",0.0444,"115.038","3-Apr",0.212,"Classical"
"44636",44827,"Johannes Brahms","Symphony No. 3 in F Major, Op. 90: III. Poco allegretto (Recorded 1962)",0,0.99,0.065,346853,0.0482,0.939,"C",0.124,-25.121,"Minor",0.0445,"59.501999999999995","4-Apr",0.0392,"Classical"
"44662",55801,"Georges Bizet","L'Arlesienne Suite No. 1, WD 40: I. Prelude",31,0.976,0.258,413280,0.115,0.856,"C",0.09,-16.312,"Minor",0.0392,"?","4-Apr",0.0483,"Classical"
"44674",52076,"George Gershwin","Rhapsody In Blue",43,0.993,0.316,865000,0.111,0.886,"D",0.0999,-21.189,"Major",0.0396,"74.14399999999999","4-Apr",0.0834,"Classical"
"44686",64767,"Olivier Messiaen","Turangalîla Symphonie: 6. Jardin du sommeil d'amour",47,0.949,0.142,759200,0.00336,0.318,"F#",0.0652,-42.32,"Major",0.0435,"100.29799999999999","3-Apr",0.0332,"Classical"
"44691",40457,"Johann Sebastian Bach","St. Matthew Passion, BWV 244, Pt. 2: No. 64, Am Abend, da es kühle war",0,0.96,0.303,102893,0.0255,0.0084,"D",0.106,-26.494,"Major",0.0436,"93.819","4-Apr",0.134,"Classical"
"44702",34342,"Johannes Brahms","16 Waltzes, Op. 39 (Version for Piano Duet): No. 15 in A-Flat Major",34,0.995,0.305,-1,0.0038799999999999,0.836,"A",0.0824,-37.986,"Major",0.0434,"125.698","3-Apr",0.158,"Classical"
"44703",58381,"Ryuichi Sakamoto","The End",30,0.944,0.215,136178,0.0791,0.869,"E",0.0944,-29.802,"Minor",0.0407,"76.205","1-Apr",0.051,"Classical"
"44707",40201,"George Benjamin","3 Studies: No. 2, Meditation on Haydn's Name",34,0.989,0.434,-1,0.000953,0.719,"G",0.062,-29.144,"Major",0.0807,"64.01","4-Apr",0.104,"Classical"
"44708",59424,"Johann Sebastian Bach","Sonata for Flute or Violin No.5 in E Minor, BWV 1034: 1. Adagio ma non troppo (Transcr. for Mandolin and Continuo by Avi Avital)",26,0.945,0.543,170640,0.0863,0.84,"E",0.0956,-22.971,"Minor",0.0348,"?","4-Apr",0.4,"Classical"
"44722",75536,"empty_field","Apres Un Reve, Op.7",40,0.994,0.448,209227,0.0466,0.925,"F",0.118,-21.921,"Minor",0.0398,"74.013","4-Apr",0.0642,"Classical"
"44728",26706,"Víkingur Ólafsson","For Jóhann",45,0.994,0.629,183773,0.0914,0.947,"C",0.0864,-33.589,"Minor",0.0406,"111.454","4-Apr",0.241,"Classical"
"44730",84504,"Jules Massenet","Elegie: O doux printemps d'autrefois",35,0.961,0.19,249667,0.107,0.848,"C",0.122,-17.862,"Minor",0.0481,"76.077","4-Apr",0.0506,"Classical"
"44736",74784,"Ole Bull","Sæterjentens Søndag - The Herdgirls Sunday",30,0.906,0.161,173507,0.167,0.424,"D",0.104,-20.091,"Major",0.0434,"95.976","4-Apr",0.0502,"Classical"
"44754",65416,"Thomas Adès","Snow Globe",45,0.963,0.16,178120,0.00783,0.676,"C#",0.139,-23.233,"Major",0.0475,"93.624","4-Apr",0.0392,"Classical"
"44767",24849,"Dmitri Shostakovich","The Second Waltz, Op. 99a",28,0.917,0.237,221880,0.264,0.878,"C",0.108,-12.803,"Minor",0.0322,"187.342","3-Apr",0.503,"Classical"
"44772",34695,"Ludwig van Beethoven","Symphony No. 5 in C Minor, Op. 67: 4. Allegro",32,0.949,0.241,650533,0.338,0.829,"C",0.364,-13.37,"Major",0.0361,"80.051","4-Apr",0.314,"Classical"
"44775",77249,"Aaron Copland","Appalachian Spring: VII. Doppio movimento",49,0.978,0.186,-1,0.124,0.865,"C#",0.111,-15.271,"Major",0.0434,"77.903","4-Apr",0.248,"Classical"
"44808",64544,"Luciano Pavarotti","L'elisir d'amore / Act 2: ""Una furtiva lagrima""",43,0.984,0.169,287453,0.0922,0.000229,"A#",0.111,-17.977,"Major",0.0454,"77.71","4-Apr",0.0707,"Classical"
"44809",80581,"Frédéric Chopin","Nocturne in E Minor Op. 72, No. 1",28,0.992,0.327,214800,0.0234,0.911,"B",0.0773,-29.681,"Major",0.0498,"?","4-Apr",0.0579999999999999,"Classical"
"44827",29520,"Francis Poulenc","Sonata for 2 Pianos, FP 156: IV. Epilogue",3,0.99,0.405,338920,0.0602,0.851,"E",0.146,-20.231,"Minor",0.0536,"80.107","4-Apr",0.0594,"Classical"
"44835",55869,"Andrea Bocelli","Sogno - Extended Version",37,0.871,0.147,243200,0.398,4.31e-05,"G",0.0766,-6.958,"Major",0.0357,"78.155","4-Apr",0.111,"Classical"
"44839",84735,"Peter Warlock","Bethlehem Down",27,0.98,0.162,274320,0.0167,0.0986,"D",0.0868,-33.191,"Minor",0.0422,"?","3-Apr",0.0376,"Classical"
"44860",59108,"Howard Shore","Dreaming of Bag End",36,0.536,0.16,117018,0.115,0.898,"D",0.114,-20.156,"Major",0.0395,"94.34200000000001","4-Apr",0.0383,"Classical"
"44868",49979,"Frédéric Chopin","Nocturnes, Op. 48: No. 2 in F sharp minor. Andantino",34,0.994,0.292,466000,0.0085799999999999,0.932,"C#",0.086,-28.124,"Major",0.0406,"75.457","4-Apr",0.0932,"Classical"
"44872",65480,"Wolfgang Amadeus Mozart","String Quartet No. 17 in B-Flat Major, K. 458 - 'The Hunt': I. Allegro vivace assai",46,0.964,0.332,726613,0.127,0.675,"A#",0.0676,-15.253,"Major",0.0397,"?","4-Apr",0.327,"Classical"
"44879",21892,"empty_field","Piano Sonata No. 14 In C Sharp Minor, Op. 27, No. 2 -""Moonlight"": 1. Adagio sostenuto - Live",35,0.991,0.108,268133,0.0154,0.918,"C#",0.103,-35.522,"Minor",0.0505,"?","4-Apr",0.0906,"Classical"
"44896",71225,"Claude Debussy","Children's Corner, L. 113: V. The Little Shepherd",0,0.992,0.47,181842,0.00402,0.886,"E",0.096,-34.058,"Major",0.059,"101.889","4-Apr",0.268,"Classical"
"44901",50771,"Blues Saraceno","Run On",35,0.361,0.489,208981,0.814,0.326,"E",0.127,-7.245,"Minor",0.0721,"74.03699999999999","1-Apr",0.28,"Classical"
"44909",21669,"Johann Sebastian Bach","Invention No. 15 in B Minor, BWV 786",31,0.991,0.383,84360,0.213,0.91,"A",0.152,-24.169,"Major",0.0543,"69.842","4-Apr",0.351,"Classical"
"44912",50751,"Richard Strauss","Der Rosenkavalier, Op.59 / Act 1: Introduction",24,0.941,0.168,180320,0.139,0.934,"E",0.235,-20.676,"Major",0.0364,"132.29","4-Apr",0.0425,"Classical"
"44923",66653,"Frédéric Chopin","Nocturne in G Minor, Op. 37, No. 1",29,0.995,0.33,324040,0.0137,0.908,"G",0.0808,-32.153,"Minor",0.0508,"78.23100000000001","4-Apr",0.145,"Classical"
"44928",32948,"Ludwig van Beethoven","Beethoven: Sonata for Violin and Piano No. 9 in A Major, Op. 47 'Kreutzer': III. Presto",39,0.971,0.404,503000,0.142,0.335,"A",0.0751,-21.835,"Major",0.0434,"94.064","4-Apr",0.228,"Classical"
"44932",47706,"Nick Johnston","Weakened by Winter",33,0.136,0.431,478000,0.845,0.684,"B",0.238,-5.699,"Major",0.0492,"159.85299999999998","1-Apr",0.322,"Classical"
"44939",43774,"José Pablo Moncayo","Huapango (1941)",32,0.909,0.48,498360,0.454,0.909,"G",0.0791,-10.948,"Major",0.0477,"97.95299999999999","3-Apr",0.439,"Classical"
"44956",55940,"Giuseppe Verdi","Falstaff, Act I Pt. 1: Sei polli, sei scellini (Live)",0,0.956,0.343,385093,0.12,5.54e-05,"D",0.724,-24.19,"Major",0.0688,"86.55","4-Apr",0.208,"Classical"
"44971",61319,"Andrea Bocelli","The Christmas Song",30,0.782,0.262,271510,0.314,0,"E",0.0953,-8.912,"Minor",0.0301,"105.72","4-Apr",0.147,"Classical"
"44974",21296,"John Petrucci","Glasgow Kiss - Live",39,0.0069999999999999,0.226,558267,0.96,0.433,"E",0.959,-5.633,"Major",0.195,"?","3-Apr",0.333,"Classical"
"44975",76542,"Anton Bruckner","Symphony No. 8 in C Minor, WAB 108 (1890 edition, ed. L. Nowak): IV. Finale: Feierlich, nicht schnell",29,0.963,0.197,1445107,0.0893,0.863,"F",0.68,-19.377,"Minor",0.0391,"112.14399999999999","4-Apr",0.0379,"Classical"
